,marketingStatusSimplifiedCd,hasImage,statusText,beds,baths,area,sgapt,has3DModel,hasAdditionalAttributions,latitude,longitude,city,state,price,homeType,rentZestimate
1638,RecentChange,True,Sold,3.0,3.0,2824.0,RecentChange,False,True,39.85915,-86.158066,Indianapolis,IN,400000.0,SINGLE_FAMILY,2419.0
1639,RecentChange,True,Sold,4.0,3.0,2400.0,Unknown Listed By,False,True,39.858673,-86.13765,Indianapolis,IN,450000.0,SINGLE_FAMILY,2299.0
1640,RecentChange,True,Sold,4.0,3.0,3750.0,RecentChange,False,True,39.919216,-86.17981,Indianapolis,IN,460000.0,SINGLE_FAMILY,2969.0
1641,RecentChange,True,Sold,5.0,3.0,3731.0,Unknown Listed By,False,True,39.91733,-86.197716,Indianapolis,IN,473000.0,SINGLE_FAMILY,2731.0
1642,RecentChange,True,Sold,4.0,3.0,3188.0,RecentChange,False,True,39.915333,-86.198685,Indianapolis,IN,390000.0,SINGLE_FAMILY,2641.0
1643,RecentChange,True,Sold,3.0,2.0,1394.0,RecentChange,False,True,39.860188,-86.08828,Indianapolis,IN,270000.0,SINGLE_FAMILY,1655.0
1644,RecentChange,True,Sold,2.0,1.0,826.0,Unknown Listed By,False,True,39.7398,-86.24723,Indianapolis,IN,85000.0,SINGLE_FAMILY,995.0
1645,RecentChange,True,Sold,3.0,2.0,2356.0,RecentChange,False,True,39.771915,-86.27922,Indianapolis,IN,325000.0,SINGLE_FAMILY,1900.0
1646,RecentChange,True,Sold,4.0,2.0,1562.0,Unknown Listed By,False,True,39.768227,-86.32052,Indianapolis,IN,219900.0,SINGLE_FAMILY,1675.0
1647,RecentChange,True,Sold,3.0,2.0,1200.0,RecentChange,False,True,39.796223,-86.32575,Indianapolis,IN,232500.0,SINGLE_FAMILY,1649.0
1648,RecentChange,True,Sold,3.0,2.0,1033.0,RecentChange,False,True,39.694126,-86.05695,Indianapolis,IN,205000.0,SINGLE_FAMILY,1400.0
1649,RecentChange,True,Sold,2.0,2.0,1032.0,RecentChange,False,True,39.655445,-86.16992,Indianapolis,IN,200000.0,SINGLE_FAMILY,1447.0
1650,RecentChange,True,Sold,2.0,2.0,1634.0,RecentChange,False,True,39.66081,-86.17985,Indianapolis,IN,215000.0,CONDO,1627.0
1651,RecentChange,True,Sold,3.0,2.0,1142.0,RecentChange,False,True,39.670574,-86.2066,Indianapolis,IN,201000.0,SINGLE_FAMILY,1550.0
1652,RecentChange,True,Sold,2.0,2.0,1563.0,RecentChange,False,True,39.767307,-86.15582,Indianapolis,IN,325000.0,CONDO,2935.0
1653,RecentChange,True,Sold,3.0,3.0,1530.0,RecentChange,False,True,39.667164,-86.20903,Indianapolis,IN,229900.0,SINGLE_FAMILY,1580.0
1654,RecentChange,True,Sold,3.0,2.0,2226.0,RecentChange,False,True,39.69775,-86.05965,Indianapolis,IN,255000.0,SINGLE_FAMILY,1747.0
1655,RecentChange,True,Sold,4.0,3.0,2652.0,RecentChange,False,True,39.650166,-86.05365,Indianapolis,IN,338000.0,SINGLE_FAMILY,2050.0
1656,RecentChange,True,Sold,2.0,2.0,1526.0,RecentChange,False,True,39.677025,-86.029755,Indianapolis,IN,253000.0,SINGLE_FAMILY,1718.0
1657,RecentChange,True,Sold,3.0,3.0,2883.0,RecentChange,False,True,39.64638,-85.97295,Indianapolis,IN,280000.0,SINGLE_FAMILY,1999.0
1658,RecentChange,True,Sold,3.0,2.0,1498.0,RecentChange,False,True,39.657803,-86.2166,Indianapolis,IN,250000.0,SINGLE_FAMILY,1621.0
1659,RecentChange,True,Sold,3.0,1.0,1152.0,RecentChange,False,True,39.794758,-86.13094,Indianapolis,IN,147000.0,SINGLE_FAMILY,1200.0
1660,RecentChange,True,Sold,3.0,2.0,1848.0,RecentChange,False,True,39.69998,-86.05722,Indianapolis,IN,280000.0,SINGLE_FAMILY,1699.0
1661,RecentChange,True,Sold,3.0,2.0,2741.0,RecentChange,False,True,39.69711,-86.01028,Indianapolis,IN,369000.0,SINGLE_FAMILY,2429.0
1662,RecentChange,True,Sold,4.0,3.0,2153.0,RecentChange,False,True,39.746273,-85.97532,Indianapolis,IN,296500.0,SINGLE_FAMILY,1895.0
1663,RecentChange,True,Sold,4.0,3.0,3297.0,RecentChange,False,True,39.70506,-85.992485,Indianapolis,IN,407500.0,SINGLE_FAMILY,2684.0
1664,RecentChange,True,Sold,3.0,3.0,1919.0,RecentChange,False,True,39.76816,-86.20878,Indianapolis,IN,325000.0,SINGLE_FAMILY,2294.0
1665,RecentChange,True,Sold,4.0,3.0,2150.0,RecentChange,False,True,39.76316,-85.98671,Indianapolis,IN,314995.0,SINGLE_FAMILY,999.0
1666,RecentChange,True,Sold,5.0,5.0,,RecentChange,False,True,39.77919,-86.147385,Indianapolis,IN,540000.0,MULTI_FAMILY,3499.0
1667,RecentChange,True,Sold,8.0,4.0,,RecentChange,False,True,39.799286,-86.14421,Indianapolis,IN,402000.0,MULTI_FAMILY,3249.0
1668,RecentChange,True,Sold,5.0,3.0,3179.0,RecentChange,False,True,39.6643,-86.0129,Indianapolis,IN,415000.0,SINGLE_FAMILY,2807.0
1669,RecentChange,True,Sold,5.0,3.0,2580.0,RecentChange,True,True,39.66647,-86.0047,Indianapolis,IN,349995.0,SINGLE_FAMILY,2299.0
1670,RecentChange,True,Sold,4.0,2.0,,RecentChange,False,True,39.814754,-86.16011,Indianapolis,IN,252000.0,MULTI_FAMILY,1400.0
1671,RecentChange,True,Sold,3.0,3.0,1919.0,RecentChange,False,True,39.77206,-86.209465,Indianapolis,IN,329900.0,SINGLE_FAMILY,2199.0
1672,RecentChange,True,Sold,2.0,1.0,1536.0,RecentChange,False,True,39.723293,-86.151474,Indianapolis,IN,85000.0,SINGLE_FAMILY,1250.0
1673,RecentChange,True,Sold,4.0,3.0,2417.0,RecentChange,False,True,39.74405,-86.14586,Indianapolis,IN,424500.0,SINGLE_FAMILY,2250.0
1674,RecentChange,True,Sold,2.0,2.0,1750.0,RecentChange,False,True,39.82511,-86.11303,Indianapolis,IN,82000.0,SINGLE_FAMILY,1550.0
1675,RecentChange,True,Sold,3.0,3.0,2132.0,RecentChange,False,True,39.813934,-86.137726,Indianapolis,IN,158000.0,SINGLE_FAMILY,2058.0
1676,RecentChange,True,Sold,6.0,4.0,,RecentChange,False,True,39.75483,-86.138916,Indianapolis,IN,250000.0,MULTI_FAMILY,2900.0
1677,RecentChange,True,Sold,3.0,1.0,2024.0,RecentChange,False,True,39.773705,-86.08907,Indianapolis,IN,189900.0,SINGLE_FAMILY,1437.0
1678,RecentChange,True,Sold,3.0,3.0,1822.0,RecentChange,False,True,39.771492,-86.129326,Indianapolis,IN,368000.0,SINGLE_FAMILY,1900.0
1679,RecentChange,True,Sold,2.0,2.0,2813.0,RecentChange,False,True,39.796364,-86.09447,Indianapolis,IN,219000.0,SINGLE_FAMILY,1800.0
1680,RecentChange,True,Sold,4.0,3.0,2552.0,RecentChange,False,True,39.748386,-86.15155,Indianapolis,IN,250000.0,SINGLE_FAMILY,2250.0
1681,RecentChange,True,Sold,3.0,2.0,2772.0,RecentChange,True,True,39.77819,-86.08634,Indianapolis,IN,223500.0,SINGLE_FAMILY,1749.0
1682,RecentChange,True,Sold,2.0,1.0,1832.0,RecentChange,False,True,39.739555,-86.15742,Indianapolis,IN,100000.0,SINGLE_FAMILY,1294.0
1683,Non Owner Occupied,False,Sold,2.0,,720.0,Unknown Listed By,False,False,39.82431,-86.11299,Indianapolis,IN,142000.0,SINGLE_FAMILY,1099.0
1684,RecentChange,True,Sold,3.0,1.0,1824.0,RecentChange,False,True,39.79374,-86.087204,Indianapolis,IN,114900.0,SINGLE_FAMILY,1253.0
1685,RecentChange,True,Sold,3.0,2.0,1200.0,RecentChange,False,True,39.74379,-86.09381,Indianapolis,IN,103000.0,SINGLE_FAMILY,1350.0
1686,RecentChange,True,Sold,3.0,2.0,1271.0,RecentChange,False,True,39.732956,-86.10389,Indianapolis,IN,205000.0,SINGLE_FAMILY,1440.0
1687,RecentChange,True,Sold,3.0,2.0,1972.0,RecentChange,False,True,39.702995,-86.246025,Indianapolis,IN,255000.0,SINGLE_FAMILY,1700.0
1688,RecentChange,True,Sold,3.0,2.0,2464.0,RecentChange,False,True,39.69431,-86.23116,Indianapolis,IN,220000.0,SINGLE_FAMILY,1883.0
1689,RecentChange,True,Sold,3.0,2.0,1075.0,RecentChange,False,True,39.67186,-86.24794,Indianapolis,IN,217500.0,SINGLE_FAMILY,1439.0
1690,RecentChange,True,Sold,4.0,3.0,3485.0,RecentChange,False,True,39.693268,-86.04411,Indianapolis,IN,565000.0,SINGLE_FAMILY,3826.0
1691,RecentChange,True,Sold,3.0,2.0,1287.0,RecentChange,False,True,39.889023,-86.03952,Indianapolis,IN,200000.0,SINGLE_FAMILY,1649.0
1692,RecentChange,True,Sold,4.0,3.0,2122.0,RecentChange,False,True,39.90268,-85.97693,Indianapolis,IN,390000.0,SINGLE_FAMILY,2550.0
1693,RecentChange,True,Sold,4.0,4.0,3927.0,RecentChange,False,True,39.91423,-85.960945,Indianapolis,IN,595000.0,SINGLE_FAMILY,3649.0
1694,RecentChange,True,Sold,2.0,3.0,1597.0,RecentChange,False,True,39.92263,-86.054855,Indianapolis,IN,253400.0,TOWNHOUSE,1762.0
1695,RecentChange,True,Sold,2.0,1.0,925.0,RecentChange,False,True,39.919353,-86.02434,Indianapolis,IN,180000.0,CONDO,1394.0
1696,RecentChange,True,Sold,3.0,2.0,1302.0,RecentChange,False,True,39.65237,-86.10181,Indianapolis,IN,245000.0,SINGLE_FAMILY,1474.0
1697,RecentChange,True,Sold,4.0,2.0,2700.0,RecentChange,False,True,39.71649,-86.16019,Indianapolis,IN,218900.0,SINGLE_FAMILY,1798.0
1698,Non Owner Occupied,True,Sold,2.0,2.0,968.0,Unknown Listed By,False,True,39.841286,-86.23635,Indianapolis,IN,130000.0,CONDO,1400.0
1699,RecentChange,True,Sold,2.0,2.0,1341.0,RecentChange,False,True,39.82718,-86.28451,Indianapolis,IN,200000.0,SINGLE_FAMILY,1575.0
1700,RecentChange,True,Sold,3.0,1.0,1175.0,RecentChange,False,True,39.7632,-86.01654,Indianapolis,IN,216000.0,SINGLE_FAMILY,1300.0
1701,RecentChange,True,Sold,3.0,1.0,1513.0,RecentChange,False,True,39.785194,-86.04408,Indianapolis,IN,190000.0,SINGLE_FAMILY,1350.0
1702,RecentChange,True,Sold,3.0,2.0,1072.0,Unknown Listed By,False,True,39.811607,-86.066185,Indianapolis,IN,190000.0,SINGLE_FAMILY,1295.0
1703,RecentChange,True,Sold,3.0,2.0,1050.0,RecentChange,False,True,39.81564,-85.97988,Indianapolis,IN,170000.0,SINGLE_FAMILY,1350.0
1704,RecentChange,True,Sold,3.0,2.0,1394.0,RecentChange,False,True,39.76494,-85.96797,Indianapolis,IN,228000.0,SINGLE_FAMILY,1575.0
1705,RecentChange,True,Sold,3.0,5.0,4110.0,RecentChange,False,True,39.90188,-86.13361,Indianapolis,IN,674900.0,SINGLE_FAMILY,4577.0
1706,RecentChange,True,Sold,3.0,2.0,1304.0,RecentChange,False,True,39.858185,-86.18864,Indianapolis,IN,118000.0,SINGLE_FAMILY,1650.0
1707,RecentChange,True,Sold,4.0,2.0,1640.0,RecentChange,False,True,39.83856,-86.113525,Indianapolis,IN,205000.0,SINGLE_FAMILY,1500.0
1708,RecentChange,True,Sold,4.0,2.0,3232.0,RecentChange,False,True,39.83281,-86.16613,Indianapolis,IN,285000.0,SINGLE_FAMILY,2199.0
1709,RecentChange,True,Sold,3.0,2.0,3096.0,RecentChange,False,True,39.82797,-86.14951,Indianapolis,IN,405000.0,SINGLE_FAMILY,2905.0
1710,RecentChange,True,Sold,3.0,2.0,2387.0,RecentChange,False,True,39.844765,-86.148766,Indianapolis,IN,580000.0,SINGLE_FAMILY,2565.0
1711,RecentChange,True,Sold,3.0,2.0,2148.0,RecentChange,False,True,39.84812,-86.146835,Indianapolis,IN,399000.0,SINGLE_FAMILY,2400.0
1712,RecentChange,True,Sold,2.0,1.0,2205.0,RecentChange,False,True,39.834347,-86.142784,Indianapolis,IN,139000.0,SINGLE_FAMILY,1300.0
1713,RecentChange,True,Sold,3.0,2.0,1984.0,RecentChange,True,True,39.91379,-86.14538,Indianapolis,IN,243000.0,SINGLE_FAMILY,2282.0
1714,RecentChange,True,Sold,4.0,3.0,3576.0,RecentChange,False,True,39.873363,-86.07077,Indianapolis,IN,450000.0,SINGLE_FAMILY,2677.0
1715,RecentChange,True,Sold,3.0,3.0,2396.0,RecentChange,False,True,39.87915,-86.10966,Indianapolis,IN,382000.0,SINGLE_FAMILY,2404.0
1716,RecentChange,True,Sold,3.0,2.0,826.0,RecentChange,False,True,39.72812,-86.23328,Indianapolis,IN,124500.0,SINGLE_FAMILY,1098.0
1717,RecentChange,True,Sold,3.0,1.0,1189.0,RecentChange,False,True,39.74716,-86.25542,Indianapolis,IN,183000.0,SINGLE_FAMILY,1200.0
1718,RecentChange,True,Sold,3.0,1.0,1279.0,RecentChange,False,True,39.75389,-86.20812,Indianapolis,IN,136500.0,SINGLE_FAMILY,1149.0
1719,RecentChange,True,Sold,4.0,2.0,1590.0,RecentChange,False,True,39.772797,-86.20681,Indianapolis,IN,150000.0,SINGLE_FAMILY,1500.0
1720,RecentChange,True,Sold,,,,RecentChange,False,True,39.783638,-86.19978,Indianapolis,IN,15000.0,LOT,1150.0
1721,RecentChange,True,Sold,3.0,1.0,1140.0,RecentChange,False,True,39.783398,-86.22392,Indianapolis,IN,110000.0,SINGLE_FAMILY,1307.0
1722,RecentChange,True,Sold,3.0,2.0,864.0,RecentChange,False,True,39.82041,-86.2575,Indianapolis,IN,158000.0,SINGLE_FAMILY,1350.0
1723,RecentChange,True,Sold,2.0,2.0,1298.0,RecentChange,False,True,39.807037,-86.29255,Indianapolis,IN,186000.0,CONDO,1450.0
1724,RecentChange,True,Sold,2.0,2.0,1290.0,RecentChange,False,True,39.69011,-86.059074,Indianapolis,IN,200000.0,SINGLE_FAMILY,1594.0
1725,RecentChange,True,Sold,2.0,3.0,1422.0,Unknown Listed By,False,True,39.92292,-86.19255,Indianapolis,IN,232165.0,TOWNHOUSE,1700.0
1726,RecentChange,True,Sold,2.0,3.0,1356.0,RecentChange,False,True,39.849968,-86.236244,Indianapolis,IN,177000.0,CONDO,1546.0
1727,Non Owner Occupied,True,Sold,3.0,3.0,1500.0,Unknown Listed By,True,True,39.71185,-86.113754,Indianapolis,IN,163000.0,SINGLE_FAMILY,1500.0
1728,RecentChange,True,Sold,4.0,3.0,3692.0,RecentChange,False,True,39.69133,-86.10072,Indianapolis,IN,370000.0,SINGLE_FAMILY,2736.0
1729,RecentChange,True,Sold,,,,RecentChange,False,True,39.809,-86.17639,Indianapolis,IN,13500.0,LOT,1300.0
1730,RecentChange,True,Sold,5.0,3.0,3521.0,RecentChange,False,True,39.68517,-86.00497,Indianapolis,IN,455000.0,SINGLE_FAMILY,2689.0
1731,RecentChange,True,Sold,4.0,3.0,2169.0,RecentChange,True,True,39.75865,-85.98414,Indianapolis,IN,279995.0,SINGLE_FAMILY,2000.0
1732,RecentChange,True,Sold,4.0,3.0,1794.0,RecentChange,True,True,39.75845,-85.98366,Indianapolis,IN,269995.0,SINGLE_FAMILY,1774.0
1733,RecentChange,False,Sold,4.0,3.0,1794.0,Unknown Listed By,False,True,39.758698,-85.9845,Indianapolis,IN,274995.0,SINGLE_FAMILY,1839.0
1734,RecentChange,True,Sold,5.0,4.0,3079.0,RecentChange,True,True,39.66645,-86.00468,Indianapolis,IN,390000.0,SINGLE_FAMILY,2674.0
1735,RecentChange,True,Sold,3.0,2.0,1567.0,RecentChange,True,True,39.839752,-85.96055,Indianapolis,IN,259995.0,SINGLE_FAMILY,1700.0
1736,RecentChange,True,Sold,4.0,3.0,2011.0,RecentChange,True,True,39.888195,-86.23327,Indianapolis,IN,360995.0,SINGLE_FAMILY,2100.0
1737,RecentChange,True,Sold,5.0,3.0,2600.0,RecentChange,False,True,39.673702,-86.276855,Indianapolis,IN,355000.0,SINGLE_FAMILY,2299.0
1738,RecentChange,True,Sold,6.0,4.0,,RecentChange,False,True,39.8203,-86.1407,Indianapolis,IN,299900.0,MULTI_FAMILY,3200.0
1739,RecentChange,True,Sold,4.0,2.0,,RecentChange,False,True,39.770473,-86.116646,Indianapolis,IN,149900.0,MULTI_FAMILY,1499.0
1740,RecentChange,True,Sold,2.0,2.0,1582.0,RecentChange,False,True,39.890793,-86.038445,Indianapolis,IN,110000.0,CONDO,1694.0
1741,RecentChange,True,Sold,3.0,3.0,1695.0,RecentChange,False,True,39.796715,-86.14121,Indianapolis,IN,313000.0,SINGLE_FAMILY,1949.0
1742,RecentChange,True,Sold,3.0,1.0,3311.0,RecentChange,False,True,39.744583,-86.14876,Indianapolis,IN,155000.0,SINGLE_FAMILY,1300.0
1743,RecentChange,True,Sold,5.0,4.0,3848.0,RecentChange,False,True,39.799732,-86.15999,Indianapolis,IN,370000.0,SINGLE_FAMILY,2560.0
1744,RecentChange,True,Sold,3.0,3.0,3348.0,RecentChange,False,True,39.73863,-86.152534,Indianapolis,IN,205000.0,SINGLE_FAMILY,2690.0
1745,RecentChange,True,Sold,3.0,2.0,1872.0,RecentChange,False,True,39.713432,-86.23111,Indianapolis,IN,189900.0,SINGLE_FAMILY,1650.0
1746,RecentChange,True,Sold,3.0,2.0,1786.0,RecentChange,False,True,39.663254,-86.262985,Indianapolis,IN,205000.0,SINGLE_FAMILY,1714.0
1747,RecentChange,True,Sold,3.0,2.0,1449.0,RecentChange,False,True,39.83519,-86.05258,Indianapolis,IN,110000.0,SINGLE_FAMILY,1357.0
1748,RecentChange,True,Sold,4.0,2.0,1998.0,RecentChange,False,True,39.829254,-86.016335,Indianapolis,IN,160000.0,SINGLE_FAMILY,1474.0
1749,RecentChange,True,Sold,4.0,3.0,3693.0,RecentChange,False,True,39.914993,-85.94952,Indianapolis,IN,435000.0,SINGLE_FAMILY,2839.0
1750,RecentChange,True,Sold,3.0,2.0,1460.0,RecentChange,False,True,39.663414,-86.16444,Indianapolis,IN,225000.0,SINGLE_FAMILY,1611.0
1751,RecentChange,True,Sold,3.0,3.0,2287.0,RecentChange,False,True,39.67815,-86.090126,Indianapolis,IN,415000.0,SINGLE_FAMILY,2975.0
1752,RecentChange,True,Sold,2.0,2.0,968.0,RecentChange,False,True,39.840355,-86.235886,Indianapolis,IN,130000.0,CONDO,1400.0
1753,RecentChange,True,Sold,3.0,1.0,1107.0,RecentChange,False,True,39.8216,-86.0109,Indianapolis,IN,112400.0,SINGLE_FAMILY,1099.0
1754,RecentChange,True,Sold,3.0,2.0,1493.0,RecentChange,False,True,39.925995,-86.145195,Indianapolis,IN,329900.0,SINGLE_FAMILY,1949.0
1755,RecentChange,True,Sold,4.0,3.0,5523.0,RecentChange,False,True,39.889194,-86.08019,Indianapolis,IN,515000.0,SINGLE_FAMILY,2414.0
1756,RecentChange,True,Sold,3.0,1.0,2004.0,RecentChange,False,True,39.784695,-86.21737,Indianapolis,IN,172000.0,SINGLE_FAMILY,1350.0
1757,RecentChange,True,Sold,3.0,1.0,960.0,Unknown Listed By,True,True,39.748325,-86.25365,Indianapolis,IN,171241.0,SINGLE_FAMILY,1200.0
1758,RecentChange,True,Sold,3.0,1.0,975.0,Unknown Listed By,False,True,39.815712,-86.242966,Indianapolis,IN,125000.0,SINGLE_FAMILY,1212.0
1759,RecentChange,True,Sold,3.0,2.0,1834.0,RecentChange,False,True,39.782463,-86.21741,Indianapolis,IN,152000.0,SINGLE_FAMILY,1550.0
1760,RecentChange,True,Sold,3.0,2.0,1486.0,RecentChange,False,True,39.80046,-86.31908,Indianapolis,IN,250000.0,SINGLE_FAMILY,1699.0
1761,RecentChange,True,Sold,3.0,3.0,2192.0,RecentChange,False,True,39.69715,-86.04612,Indianapolis,IN,300000.0,SINGLE_FAMILY,1876.0
1762,RecentChange,True,Sold,5.0,3.0,4310.0,RecentChange,False,True,39.69711,-85.98521,Indianapolis,IN,435000.0,SINGLE_FAMILY,2867.0
1763,RecentChange,True,Sold,4.0,3.0,2390.0,RecentChange,False,True,39.66465,-86.292015,Camby,IN,290000.0,SINGLE_FAMILY,2099.0
1764,RecentChange,True,Sold,4.0,3.0,3037.0,RecentChange,True,True,39.755943,-85.976715,Indianapolis,IN,370000.0,SINGLE_FAMILY,1999.0
1765,RecentChange,True,Sold,5.0,3.0,2460.0,RecentChange,True,True,39.66186,-86.00713,Indianapolis,IN,315000.0,SINGLE_FAMILY,2586.0
1766,RecentChange,True,Sold,4.0,3.0,2006.0,RecentChange,True,True,39.661877,-86.00673,Indianapolis,IN,295000.0,SINGLE_FAMILY,2427.0
1767,RecentChange,True,Sold,4.0,3.0,1794.0,RecentChange,True,True,39.75757,-85.98362,Indianapolis,IN,274995.0,SINGLE_FAMILY,1774.0
1768,RecentChange,True,Sold,3.0,2.0,1567.0,RecentChange,True,True,39.757706,-85.98477,Indianapolis,IN,265000.0,SINGLE_FAMILY,1680.0
1769,RecentChange,True,Sold,3.0,2.0,1567.0,RecentChange,True,True,39.888157,-86.231575,Indianapolis,IN,273000.0,SINGLE_FAMILY,1739.0
1770,RecentChange,True,Sold,4.0,3.0,2813.0,RecentChange,False,True,39.76316,-85.98577,Indianapolis,IN,334995.0,SINGLE_FAMILY,2400.0
1771,RecentChange,True,Sold,4.0,3.0,2335.0,RecentChange,False,True,39.681114,-85.9914,Indianapolis,IN,350000.0,SINGLE_FAMILY,1999.0
1772,RecentChange,True,Sold,3.0,1.0,2076.0,RecentChange,False,True,39.803104,-86.165054,Indianapolis,IN,120000.0,SINGLE_FAMILY,1250.0
1773,RecentChange,True,Sold,4.0,2.0,2386.0,RecentChange,False,True,39.751434,-86.128784,Indianapolis,IN,154000.0,SINGLE_FAMILY,1975.0
1774,RecentChange,True,Sold,3.0,1.0,1896.0,RecentChange,False,True,39.817387,-86.0955,Indianapolis,IN,124000.0,SINGLE_FAMILY,1198.0
1775,RecentChange,True,Sold,3.0,1.0,1000.0,RecentChange,False,True,39.744522,-86.092125,Indianapolis,IN,139000.0,SINGLE_FAMILY,1200.0
1776,RecentChange,True,Sold,3.0,2.0,1332.0,RecentChange,False,True,39.69005,-86.07949,Indianapolis,IN,200000.0,SINGLE_FAMILY,1592.0
1777,RecentChange,True,Sold,3.0,1.0,1568.0,RecentChange,False,True,39.840042,-86.06736,Indianapolis,IN,131500.0,SINGLE_FAMILY,1200.0
1778,RecentChange,True,Sold,3.0,2.0,1232.0,RecentChange,False,True,39.65083,-86.10739,Indianapolis,IN,150000.0,SINGLE_FAMILY,1494.0
1779,RecentChange,True,Sold,3.0,1.0,925.0,RecentChange,False,True,39.816936,-86.081795,Indianapolis,IN,72500.0,SINGLE_FAMILY,1150.0
1780,RecentChange,True,Sold,4.0,5.0,5716.0,RecentChange,False,True,39.87948,-86.15727,Indianapolis,IN,1190000.0,SINGLE_FAMILY,8183.0
1781,RecentChange,True,Sold,4.0,3.0,2840.0,RecentChange,False,True,39.85651,-86.14555,Indianapolis,IN,430000.0,SINGLE_FAMILY,2846.0
1782,RecentChange,True,Sold,4.0,3.0,2771.0,RecentChange,False,True,39.900723,-86.072556,Indianapolis,IN,450000.0,SINGLE_FAMILY,2806.0
1783,RecentChange,True,Sold,3.0,2.0,2058.0,RecentChange,False,True,39.903324,-86.10652,Indianapolis,IN,410000.0,CONDO,2796.0
1784,RecentChange,True,Sold,3.0,1.0,2000.0,RecentChange,False,True,39.765823,-86.23761,Indianapolis,IN,125000.0,SINGLE_FAMILY,1333.0
1785,RecentChange,True,Sold,4.0,2.0,1956.0,RecentChange,False,True,39.767803,-86.20129,Indianapolis,IN,219000.0,SINGLE_FAMILY,1450.0
1786,RecentChange,True,Sold,3.0,1.0,925.0,RecentChange,False,True,39.806343,-86.227196,Indianapolis,IN,154000.0,SINGLE_FAMILY,1200.0
1787,RecentChange,True,Sold,3.0,2.0,1242.0,RecentChange,False,True,39.8155,-86.25189,Indianapolis,IN,80000.0,CONDO,1285.0
1788,RecentChange,True,Sold,2.0,2.0,965.0,RecentChange,False,True,39.807777,-86.299065,Indianapolis,IN,107900.0,CONDO,1250.0
1789,RecentChange,True,Sold,3.0,2.0,1366.0,RecentChange,False,True,39.805817,-86.319855,Indianapolis,IN,240000.0,SINGLE_FAMILY,1662.0
1790,RecentChange,True,Sold,3.0,3.0,1440.0,RecentChange,False,True,39.670628,-86.2532,Indianapolis,IN,242500.0,SINGLE_FAMILY,1599.0
1791,RecentChange,True,Sold,3.0,2.0,1152.0,RecentChange,False,True,39.835426,-86.12854,Indianapolis,IN,350000.0,SINGLE_FAMILY,1649.0
1792,RecentChange,True,Sold,3.0,4.0,5196.0,RecentChange,True,True,39.704258,-86.01361,Indianapolis,IN,750000.0,SINGLE_FAMILY,4577.0
1793,RecentChange,True,Sold,4.0,3.0,2474.0,RecentChange,False,True,39.690895,-86.1022,Indianapolis,IN,345900.0,SINGLE_FAMILY,2199.0
1794,RecentChange,True,Sold,3.0,2.0,2250.0,RecentChange,False,True,39.683136,-86.00436,Indianapolis,IN,357480.0,SINGLE_FAMILY,1944.0
1795,RecentChange,True,Sold,2.0,3.0,1868.0,RecentChange,True,True,39.770683,-86.2102,Indianapolis,IN,299000.0,SINGLE_FAMILY,1099.0
1796,RecentChange,True,Sold,4.0,3.0,2606.0,RecentChange,False,True,39.6788,-85.98317,Indianapolis,IN,346915.0,SINGLE_FAMILY,1999.0
1797,RecentChange,True,Sold,5.0,4.0,3054.0,RecentChange,True,True,39.661938,-86.00623,Indianapolis,IN,360000.0,SINGLE_FAMILY,2690.0
1798,RecentChange,True,Sold,5.0,3.0,2856.0,RecentChange,True,True,39.663754,-86.00774,Indianapolis,IN,375000.0,SINGLE_FAMILY,2570.0
1799,RecentChange,True,Sold,3.0,2.0,1567.0,RecentChange,True,True,39.75819,-85.98469,Indianapolis,IN,252995.0,SINGLE_FAMILY,1680.0
1800,RecentChange,True,Sold,3.0,2.0,1673.0,RecentChange,True,True,39.75626,-85.98932,Indianapolis,IN,274990.0,SINGLE_FAMILY,1700.0
1801,RecentChange,True,Sold,2.0,2.0,1673.0,RecentChange,True,True,39.75761,-85.98448,Indianapolis,IN,274995.0,SINGLE_FAMILY,1700.0
1802,RecentChange,True,Sold,3.0,3.0,2169.0,RecentChange,False,True,39.69395,-86.06101,Indianapolis,IN,332000.0,SINGLE_FAMILY,1990.0
1803,RecentChange,True,Sold,2.0,1.0,,RecentChange,False,True,39.807945,-86.164734,Indianapolis,IN,145000.0,MULTI_FAMILY,1076.0
1804,RecentChange,True,Sold,2.0,1.0,1560.0,RecentChange,False,True,39.821438,-86.163,Indianapolis,IN,95000.0,SINGLE_FAMILY,1257.0
1805,RecentChange,True,Sold,3.0,2.0,2688.0,RecentChange,False,True,39.760002,-86.124374,Indianapolis,IN,235000.0,SINGLE_FAMILY,1914.0
1806,RecentChange,True,Sold,3.0,4.0,4313.0,RecentChange,False,True,39.770576,-86.134735,Indianapolis,IN,505000.0,SINGLE_FAMILY,2976.0
1807,RecentChange,True,Sold,4.0,2.0,3384.0,RecentChange,False,True,39.74975,-86.15726,Indianapolis,IN,130000.0,SINGLE_FAMILY,2299.0
1808,RecentChange,True,Sold,4.0,3.0,2526.0,RecentChange,False,True,39.75778,-86.14209,Indianapolis,IN,479000.0,SINGLE_FAMILY,2294.0
1809,RecentChange,True,Sold,4.0,2.0,,RecentChange,False,True,39.78953,-86.12293,Indianapolis,IN,175000.0,MULTI_FAMILY,1200.0
1810,RecentChange,True,Sold,2.0,1.0,980.0,RecentChange,False,True,39.745136,-86.19565,Indianapolis,IN,160000.0,SINGLE_FAMILY,1025.0
