,marketingStatusSimplifiedCd,hasImage,statusText,beds,baths,area,sgapt,has3DModel,hasVideo,hasAdditionalAttributions,latitude,longitude,variableData.text,streetAddress,zipcode,city,state,homeType,rentZestimate,price,homeStatusForHDP
638,RecentChange,True,Sold,4.0,3.0,2641.0,RecentChange,False,False,True,35.075363,-80.73673,Sold 02/23/2024,3129 Surreyhill Ct,28270.0,Charlotte,NC,SINGLE_FAMILY,2700.0,525000.0,RECENTLY_SOLD
639,RecentChange,True,Sold,2.0,2.0,904.0,RecentChange,False,False,True,35.22679,-80.82999,Sold 02/23/2024,761 N Alexander St,28202.0,Charlotte,NC,CONDO,1800.0,349900.0,RECENTLY_SOLD
640,RecentChange,True,Sold,3.0,3.0,2337.0,RecentChange,False,False,True,35.3788,-80.79061,Sold 02/23/2024,12532 Dervish Ln,28269.0,Charlotte,NC,SINGLE_FAMILY,2355.0,357500.0,RECENTLY_SOLD
641,RecentChange,True,Sold,4.0,3.0,2436.0,RecentChange,False,False,True,35.3457,-80.74372,Sold 02/23/2024,11017 Chrudan Dr,28262.0,Charlotte,NC,SINGLE_FAMILY,2450.0,395000.0,RECENTLY_SOLD
642,RecentChange,True,Sold,3.0,2.0,1206.0,RecentChange,False,False,True,35.2939,-80.901405,Sold 02/23/2024,924 Almora Dr,28216.0,Charlotte,NC,SINGLE_FAMILY,1682.0,285500.0,RECENTLY_SOLD
643,RecentChange,True,Sold,4.0,2.0,2111.0,RecentChange,False,False,True,35.234943,-80.68234,Sold 02/23/2024,8541 Filbert Ln,28215.0,Charlotte,NC,SINGLE_FAMILY,2045.0,355000.0,RECENTLY_SOLD
644,RecentChange,True,Sold,3.0,3.0,2523.0,RecentChange,False,False,True,35.088966,-80.98471,Sold 02/23/2024,15205 Superior St,28273.0,Charlotte,NC,SINGLE_FAMILY,2425.0,425000.0,RECENTLY_SOLD
645,RecentChange,True,Sold,3.0,3.0,1820.0,RecentChange,False,False,True,35.25972,-80.79919,Sold 02/23/2024,216 Hunslet Cir,28206.0,Charlotte,NC,SINGLE_FAMILY,2745.0,330000.0,RECENTLY_SOLD
646,RecentChange,True,Sold,3.0,3.0,1573.0,RecentChange,False,False,True,35.153984,-80.72461,Sold 02/23/2024,3106 Summerfield Ridge Ln,28105.0,Matthews,NC,TOWNHOUSE,1896.0,325000.0,RECENTLY_SOLD
647,RecentChange,True,Sold,3.0,4.0,2451.0,RecentChange,False,False,True,35.05794,-80.78024,Sold 02/23/2024,6715 Dusty Saddle Rd,28277.0,Charlotte,NC,TOWNHOUSE,2749.0,485000.0,RECENTLY_SOLD
648,RecentChange,True,Sold,4.0,3.0,1734.0,RecentChange,False,False,True,35.2449,-80.9076,Sold 02/23/2024,4839 Magnasco Ln,28208.0,Charlotte,NC,SINGLE_FAMILY,1999.0,320000.0,RECENTLY_SOLD
649,RecentChange,True,Sold,2.0,3.0,1946.0,RecentChange,False,False,True,35.14478,-80.867165,Sold 02/23/2024,1821 Royal Gorge Ave,28210.0,Charlotte,NC,TOWNHOUSE,2394.0,493750.0,RECENTLY_SOLD
650,RecentChange,True,Sold,2.0,3.0,1366.0,RecentChange,False,False,True,35.2249,-80.836784,Sold 02/23/2024,222 S Caldwell St UNIT 1502,28202.0,Charlotte,NC,CONDO,3249.0,609000.0,RECENTLY_SOLD
651,RecentChange,True,Sold,3.0,3.0,2740.0,RecentChange,False,False,True,35.17264,-80.98858,Sold 02/23/2024,3515 Ettrick Pl,28278.0,Charlotte,NC,SINGLE_FAMILY,2720.0,462500.0,RECENTLY_SOLD
652,RecentChange,True,Sold,4.0,3.0,2710.0,RecentChange,False,False,True,35.30041,-80.81761,Sold 02/23/2024,4121 John Dale Ln,28269.0,Charlotte,NC,SINGLE_FAMILY,2394.0,375000.0,RECENTLY_SOLD
653,RecentChange,True,Sold,3.0,2.0,1577.0,RecentChange,False,False,True,35.197853,-80.80701,Sold 02/23/2024,3121 Sam Drenan Rd,28205.0,Charlotte,NC,SINGLE_FAMILY,2500.0,515000.0,RECENTLY_SOLD
654,RecentChange,True,Sold,3.0,3.0,1849.0,RecentChange,False,False,True,35.294586,-80.792725,Sold 02/23/2024,2336 Donnelly Hills Ln,28262.0,Charlotte,NC,TOWNHOUSE,2199.0,378832.0,RECENTLY_SOLD
655,RecentChange,True,Sold,3.0,4.0,1610.0,RecentChange,False,False,True,35.171364,-80.908424,Sold 02/23/2024,3054 Terroir Ln #1027-C,28217.0,Charlotte,NC,TOWNHOUSE,2178.0,430550.0,RECENTLY_SOLD
656,Non Owner Occupied,True,Sold,3.0,3.0,1644.0,Unknown Listed By,False,False,True,35.132626,-80.99225,,4021 Planters Watch Dr #55,28278.0,Charlotte,NC,APARTMENT,2099.0,1935.0,FOR_RENT
657,RecentChange,True,Sold,4.0,4.0,2197.0,RecentChange,False,False,True,35.186756,-80.80748,Sold 02/23/2024,206 Maidstone Trl,28211.0,Charlotte,NC,TOWNHOUSE,3294.0,651000.0,RECENTLY_SOLD
658,RecentChange,True,Sold,3.0,4.0,1723.0,RecentChange,False,False,True,35.189655,-80.88169,Sold 02/23/2024,6012 Irwins Branch Dr #14,28217.0,Charlotte,NC,TOWNHOUSE,2674.0,596100.0,RECENTLY_SOLD
659,RecentChange,True,Sold,4.0,3.0,2005.0,RecentChange,False,False,True,35.199696,-80.705345,Sold 02/23/2024,1309 Marlwood Cir,28227.0,Charlotte,NC,SINGLE_FAMILY,2350.0,399900.0,RECENTLY_SOLD
660,RecentChange,True,Sold,3.0,4.0,1727.0,RecentChange,False,False,True,35.189926,-80.88128,Sold 02/23/2024,5116 York Park Lane #17,28217.0,Charlotte,NC,TOWNHOUSE,2600.0,614900.0,RECENTLY_SOLD
661,RecentChange,True,Sold,3.0,2.0,1247.0,RecentChange,False,False,True,35.316097,-80.69678,Sold 02/22/2024,1812 Hedgelawn Dr,28262.0,Charlotte,NC,SINGLE_FAMILY,1790.0,305000.0,RECENTLY_SOLD
662,RecentChange,True,Sold,2.0,1.0,704.0,RecentChange,False,False,True,35.25896,-80.85792,Sold 02/22/2024,1623 Maribel Ave,28216.0,Charlotte,NC,SINGLE_FAMILY,1379.0,220000.0,RECENTLY_SOLD
663,RecentChange,True,Sold,4.0,3.0,2613.0,RecentChange,False,False,True,35.258587,-80.85072,Sold 02/22/2024,1909 Saint John St,28216.0,Charlotte,NC,SINGLE_FAMILY,3517.0,719995.0,RECENTLY_SOLD
664,RecentChange,True,Sold,5.0,3.0,3183.0,RecentChange,False,False,True,35.239567,-80.8113,Sold 02/22/2024,2401 Pinckney Ave,28205.0,Charlotte,NC,SINGLE_FAMILY,6744.0,1415000.0,RECENTLY_SOLD
665,RecentChange,True,Sold,3.0,2.0,1152.0,RecentChange,False,False,True,35.269802,-80.78803,Sold 02/22/2024,841 Squirrel Hill Rd,28213.0,Charlotte,NC,SINGLE_FAMILY,1650.0,255000.0,RECENTLY_SOLD
666,RecentChange,True,Sold,4.0,3.0,2088.0,RecentChange,False,False,True,35.25231,-80.80704,Sold 02/22/2024,3313 Ritch Ave,28206.0,Charlotte,NC,SINGLE_FAMILY,3249.0,863800.0,RECENTLY_SOLD
667,RecentChange,True,Sold,3.0,2.0,2442.0,RecentChange,False,False,True,35.24679,-80.64445,Sold 02/22/2024,6710 Reedy Creek Rd,28215.0,Charlotte,NC,SINGLE_FAMILY,2234.0,415000.0,RECENTLY_SOLD
668,RecentChange,True,Sold,3.0,3.0,1884.0,RecentChange,False,False,True,35.253445,-80.66697,Sold 02/22/2024,8617 Hornwood Ct,28215.0,Charlotte,NC,SINGLE_FAMILY,2102.0,320000.0,RECENTLY_SOLD
669,RecentChange,True,Sold,6.0,6.0,5807.0,RecentChange,False,False,True,35.200012,-80.85996,Sold 02/22/2024,632 Ideal Way,28209.0,Charlotte,NC,SINGLE_FAMILY,13785.0,2695000.0,RECENTLY_SOLD
670,RecentChange,True,Sold,,,,RecentChange,False,False,True,35.191296,-80.8399,Sold 02/22/2024,1532 Maryland Ave,28209.0,Charlotte,NC,LOT,2097.0,1299000.0,RECENTLY_SOLD
671,RecentChange,True,Sold,2.0,1.0,802.0,RecentChange,False,False,True,35.20843,-80.82652,Sold 02/22/2024,229 S Caswell Rd APT 3,28204.0,Charlotte,NC,CONDO,1550.0,342000.0,RECENTLY_SOLD
672,RecentChange,True,Sold,4.0,2.0,1269.0,RecentChange,False,False,True,35.172173,-80.857056,Sold 02/22/2024,1200 E Woodlawn Rd,28209.0,Charlotte,NC,SINGLE_FAMILY,2100.0,475000.0,RECENTLY_SOLD
673,RecentChange,True,Sold,4.0,3.0,2210.0,RecentChange,False,True,True,35.16094,-80.72365,Sold 02/22/2024,9718 Little River Ct,28105.0,Matthews,NC,SINGLE_FAMILY,2363.0,425800.0,RECENTLY_SOLD
674,RecentChange,True,Sold,3.0,3.0,2372.0,RecentChange,False,False,True,35.035694,-80.812004,Sold 02/22/2024,9722 Woodend Ct,28277.0,Charlotte,NC,SINGLE_FAMILY,2700.0,620000.0,RECENTLY_SOLD
675,RecentChange,True,Sold,3.0,3.0,2447.0,RecentChange,False,False,True,35.0679,-80.77333,Sold 02/22/2024,5241 Berkeley Estates Dr,28277.0,Charlotte,NC,TOWNHOUSE,2600.0,532000.0,RECENTLY_SOLD
676,RecentChange,True,Sold,3.0,3.0,1311.0,RecentChange,False,False,True,35.037872,-80.86419,Sold 02/22/2024,12263 Paperbark Cres,28277.0,Charlotte,NC,TOWNHOUSE,1883.0,270000.0,RECENTLY_SOLD
677,RecentChange,True,Sold,4.0,3.0,2702.0,RecentChange,False,False,True,35.34591,-80.74283,Sold 02/22/2024,1525 Ladora Dr,28262.0,Charlotte,NC,SINGLE_FAMILY,2514.0,415000.0,RECENTLY_SOLD
678,RecentChange,True,Sold,3.0,2.0,1690.0,RecentChange,False,False,True,35.388187,-80.77744,Sold 02/22/2024,9604 Kestral Ridge Dr,28269.0,Charlotte,NC,SINGLE_FAMILY,2045.0,413000.0,RECENTLY_SOLD
679,RecentChange,True,Sold,1.0,1.0,859.0,RecentChange,False,False,True,35.232605,-80.84916,Sold 02/22/2024,710 W Trade St UNIT 502,28202.0,Charlotte,NC,CONDO,1749.0,297500.0,RECENTLY_SOLD
680,RecentChange,True,Sold,1.0,1.0,837.0,RecentChange,False,False,True,35.23253,-80.84897,Sold 02/22/2024,710 W Trade St UNIT 704,28202.0,Charlotte,NC,CONDO,1749.0,300000.0,RECENTLY_SOLD
681,RecentChange,True,Sold,5.0,4.0,3578.0,RecentChange,True,False,True,35.03473,-80.785736,Sold 02/22/2024,11849 James Richard Dr,28277.0,Charlotte,NC,SINGLE_FAMILY,4397.0,880000.0,RECENTLY_SOLD
682,RecentChange,True,Sold,5.0,3.0,2705.0,RecentChange,False,False,True,35.38858,-80.76166,Sold 02/22/2024,8100 Laurel Run Dr,28269.0,Charlotte,NC,SINGLE_FAMILY,2860.0,486000.0,RECENTLY_SOLD
683,RecentChange,True,Sold,4.0,5.0,4314.0,RecentChange,False,False,True,35.125267,-80.81687,Sold 02/22/2024,3310 Carmel Rd,28226.0,Charlotte,NC,SINGLE_FAMILY,10019.0,2000000.0,RECENTLY_SOLD
684,RecentChange,True,Sold,5.0,5.0,4712.0,RecentChange,False,False,True,35.244823,-80.667435,Sold 02/22/2024,9740 Worley Dr,28215.0,Charlotte,NC,SINGLE_FAMILY,3669.0,806000.0,RECENTLY_SOLD
685,RecentChange,True,Sold,4.0,4.0,2826.0,RecentChange,False,False,True,35.20005,-80.84551,Sold 02/22/2024,1930 Scott Ave,28203.0,Charlotte,NC,TOWNHOUSE,5545.0,1250000.0,RECENTLY_SOLD
686,RecentChange,True,Sold,2.0,1.0,999.0,RecentChange,False,False,True,35.244205,-80.81012,Sold 02/22/2024,2728 N Davidson St,28205.0,Charlotte,NC,TOWNHOUSE,1800.0,375000.0,RECENTLY_SOLD
687,RecentChange,True,Sold,3.0,3.0,1274.0,RecentChange,False,False,True,35.306297,-80.71993,Sold 02/22/2024,10431 Bunclody Dr,28213.0,Charlotte,NC,TOWNHOUSE,1795.0,236500.0,RECENTLY_SOLD
688,RecentChange,True,Sold,6.0,5.0,4239.0,RecentChange,False,False,True,35.15477,-80.98269,Sold 02/22/2024,8243 Pamplin Ct,28273.0,Charlotte,NC,SINGLE_FAMILY,3799.0,522000.0,RECENTLY_SOLD
689,Non Owner Occupied,True,Sold,3.0,3.0,1817.0,Unknown Listed By,False,False,True,35.33708,-80.814766,,7028 Harris Bay Rd,28269.0,Charlotte,NC,TOWNHOUSE,2125.0,2200.0,FOR_RENT
690,RecentChange,True,Sold,3.0,2.0,1557.0,RecentChange,False,False,True,35.241135,-80.67284,Sold 02/22/2024,9630 Wardley Dr,28215.0,Charlotte,NC,SINGLE_FAMILY,1848.0,390000.0,RECENTLY_SOLD
691,RecentChange,True,Sold,4.0,3.0,3092.0,RecentChange,False,False,True,35.07073,-81.00912,Sold 02/22/2024,16163 Flame Azalea Ct,28278.0,Charlotte,NC,SINGLE_FAMILY,3099.0,565000.0,RECENTLY_SOLD
692,RecentChange,True,Sold,4.0,3.0,1719.0,RecentChange,False,False,True,35.23456,-80.706535,Sold 02/22/2024,3106 Bouquet St,28215.0,Charlotte,NC,SINGLE_FAMILY,2094.0,365400.0,RECENTLY_SOLD
693,RecentChange,True,Sold,4.0,3.0,2602.0,RecentChange,False,False,True,35.235973,-80.64731,Sold 02/22/2024,6804 Good News Dr,28215.0,Charlotte,NC,SINGLE_FAMILY,2515.0,475000.0,RECENTLY_SOLD
694,RecentChange,True,Sold,3.0,3.0,1564.0,RecentChange,False,False,True,35.286194,-80.84306,Sold 02/22/2024,7037 Brightwork Ln,28269.0,Charlotte,NC,TOWNHOUSE,2199.0,300000.0,RECENTLY_SOLD
695,RecentChange,True,Sold,3.0,3.0,2077.0,RecentChange,False,False,True,35.365585,-80.75071,Sold 02/22/2024,8106 Overmeadow Ln,28269.0,Charlotte,NC,TOWNHOUSE,2400.0,393236.0,RECENTLY_SOLD
696,RecentChange,True,Sold,3.0,4.0,1703.0,RecentChange,False,False,True,35.189587,-80.775085,Sold 02/22/2024,3104 Alloy Ln,28205.0,Charlotte,NC,TOWNHOUSE,2800.0,513028.0,RECENTLY_SOLD
697,RecentChange,True,Sold,3.0,3.0,1916.0,RecentChange,False,False,True,35.100304,-81.00718,Sold 02/22/2024,11230 Bartrams Way 123/blayre,28278.0,Charlotte,NC,TOWNHOUSE,2350.0,403047.0,RECENTLY_SOLD
698,RecentChange,True,Sold,4.0,3.0,2098.0,RecentChange,False,False,True,35.23146,-80.99103,Sold 02/22/2024,8229 Merryvale Ln #76,28214.0,Charlotte,NC,TOWNHOUSE,2400.0,392900.0,RECENTLY_SOLD
699,RecentChange,True,Sold,3.0,3.0,2376.0,RecentChange,False,False,True,35.115753,-80.99747,Sold 02/22/2024,11113 Godwit Ln #148,28278.0,Charlotte,NC,SINGLE_FAMILY,2600.0,580315.0,RECENTLY_SOLD
700,RecentChange,True,Sold,4.0,3.0,2005.0,RecentChange,True,False,True,35.3054,-80.92926,Sold 02/22/2024,149 Baucom St,28216.0,Charlotte,NC,SINGLE_FAMILY,2250.0,411000.0,RECENTLY_SOLD
701,RecentChange,True,Sold,4.0,3.0,1796.0,RecentChange,False,False,True,35.329422,-80.810265,Sold 02/22/2024,9645 Munsing Dr #106,28269.0,Charlotte,NC,TOWNHOUSE,2199.0,396945.0,RECENTLY_SOLD
702,RecentChange,True,Sold,2.0,1.0,1000.0,RecentChange,False,False,True,35.231163,-80.84034,Sold 02/22/2024,421 N Church St APT A,28202.0,Charlotte,NC,CONDO,1581.0,316000.0,RECENTLY_SOLD
703,RecentChange,True,Sold,4.0,5.0,5957.0,RecentChange,False,False,True,35.08251,-81.04957,Sold 02/22/2024,16521 Munson Hill Rd UNIT 10,28278.0,Charlotte,NC,SINGLE_FAMILY,7551.0,1282084.0,RECENTLY_SOLD
704,RecentChange,True,Sold,3.0,2.0,1405.0,RecentChange,False,False,True,35.373165,-80.796844,Sold 02/21/2024,11834 Long Forest Dr,28269.0,Charlotte,NC,SINGLE_FAMILY,1900.0,370000.0,RECENTLY_SOLD
705,RecentChange,True,Sold,5.0,3.0,2681.0,RecentChange,False,False,True,35.361366,-80.786995,Sold 02/21/2024,12334 Panthersville Dr,28269.0,Charlotte,NC,SINGLE_FAMILY,2500.0,510000.0,RECENTLY_SOLD
706,RecentChange,True,Sold,3.0,1.0,1312.0,RecentChange,False,False,True,35.24781,-80.86503,Sold 02/21/2024,125 S Gregg St,28208.0,Charlotte,NC,SINGLE_FAMILY,1700.0,300000.0,RECENTLY_SOLD
707,RecentChange,True,Sold,2.0,1.0,616.0,RecentChange,False,False,True,35.252094,-80.84165,Sold 02/21/2024,2205 Double Oaks Rd,28206.0,Charlotte,NC,SINGLE_FAMILY,1374.0,125000.0,RECENTLY_SOLD
708,RecentChange,True,Sold,3.0,1.0,1258.0,RecentChange,False,False,True,35.215645,-80.77699,Sold 02/21/2024,4011 Central Ave,28205.0,Charlotte,NC,SINGLE_FAMILY,1997.0,365000.0,RECENTLY_SOLD
709,RecentChange,True,Sold,4.0,2.0,1496.0,RecentChange,False,False,True,35.224056,-80.71917,Sold 02/21/2024,6518 Doubletree Dr,28227.0,Charlotte,NC,SINGLE_FAMILY,1845.0,390000.0,RECENTLY_SOLD
710,Non Owner Occupied,True,Sold,3.0,3.0,2029.0,Unknown Listed By,False,False,True,35.213387,-80.86524,,1920 Woodcrest Ave,28203.0,Charlotte,NC,SINGLE_FAMILY,3905.0,4000.0,FOR_RENT
711,Non Owner Occupied,False,Sold,3.0,1.0,1070.0,Unknown Listed By,False,False,False,35.214973,-80.86583,Sold 02/21/2024,1817 S Mint St,28203.0,Charlotte,NC,SINGLE_FAMILY,6751.0,417500.0,RECENTLY_SOLD
712,RecentChange,True,Sold,4.0,3.0,3041.0,RecentChange,False,False,True,35.214497,-80.816284,Sold 02/21/2024,1945 E 9th St,28204.0,Charlotte,NC,SINGLE_FAMILY,5582.0,1385000.0,RECENTLY_SOLD
713,Non Owner Occupied,True,Sold,4.0,3.0,1916.0,Unknown Listed By,False,False,False,35.184204,-80.7172,Sold 02/21/2024,7129 Walnut Wood Dr,28227.0,Charlotte,NC,SINGLE_FAMILY,2160.0,340000.0,RECENTLY_SOLD
714,RecentChange,True,Sold,3.0,2.0,1050.0,RecentChange,False,False,True,35.198,-80.889626,Sold 02/21/2024,3820 Blandwood Dr,28217.0,Charlotte,NC,SINGLE_FAMILY,1700.0,290000.0,RECENTLY_SOLD
715,RecentChange,True,Sold,,,,RecentChange,False,False,True,35.19216,-80.81689,Sold 02/21/2024,717 Hempstead Pl,28207.0,Charlotte,NC,LOT,2149.0,1900000.0,RECENTLY_SOLD
716,RecentChange,True,Sold,2.0,2.0,1130.0,RecentChange,False,False,True,35.194794,-80.7686,Sold 02/21/2024,5353 Unaka Ave,28205.0,Charlotte,NC,SINGLE_FAMILY,1949.0,418000.0,RECENTLY_SOLD
717,RecentChange,True,Sold,3.0,1.0,1495.0,RecentChange,False,False,True,35.178722,-80.77706,Sold 02/21/2024,4536 Craig Ave,28211.0,Charlotte,NC,SINGLE_FAMILY,2246.0,410000.0,RECENTLY_SOLD
718,RecentChange,True,Sold,3.0,2.0,1439.0,RecentChange,False,False,True,35.164555,-80.85174,Sold 02/21/2024,1412 Seneca Pl,28209.0,Charlotte,NC,SINGLE_FAMILY,2529.0,600000.0,RECENTLY_SOLD
719,RecentChange,True,Sold,3.0,2.0,1381.0,RecentChange,False,False,True,35.16124,-80.866745,Sold 02/21/2024,701 Fairbanks Rd,28210.0,Charlotte,NC,SINGLE_FAMILY,2394.0,625000.0,RECENTLY_SOLD
720,RecentChange,True,Sold,4.0,3.0,3101.0,RecentChange,False,False,True,35.12601,-80.82383,Sold 02/21/2024,4015 Oldfield Rd,28226.0,Charlotte,NC,SINGLE_FAMILY,3778.0,810000.0,RECENTLY_SOLD
721,RecentChange,True,Sold,4.0,3.0,2405.0,RecentChange,False,False,True,35.106995,-80.85029,Sold 02/21/2024,8906 Valewood Ct,28210.0,Charlotte,NC,SINGLE_FAMILY,2700.0,594000.0,RECENTLY_SOLD
722,RecentChange,True,Sold,4.0,4.0,4259.0,RecentChange,False,False,True,35.123466,-80.79604,Sold 02/21/2024,5728 Laurium Rd,28226.0,Charlotte,NC,SINGLE_FAMILY,5692.0,1240000.0,RECENTLY_SOLD
723,Non Owner Occupied,True,Sold,4.0,3.0,2400.0,Unknown Listed By,False,False,False,35.093098,-81.00147,Sold 02/21/2024,14802 Ashlight Dr,28278.0,Charlotte,NC,SINGLE_FAMILY,2600.0,393000.0,RECENTLY_SOLD
724,RecentChange,True,Sold,3.0,3.0,2999.0,RecentChange,False,False,True,35.067883,-80.82521,Sold 02/21/2024,10401 Newberry Park Ln,28277.0,Charlotte,NC,SINGLE_FAMILY,3470.0,772442.0,RECENTLY_SOLD
725,RecentChange,True,Sold,4.0,3.0,2995.0,RecentChange,False,False,True,35.334454,-80.94916,Sold 02/21/2024,4010 Nicole Eileen Ln,28216.0,Charlotte,NC,SINGLE_FAMILY,3245.0,715000.0,RECENTLY_SOLD
726,RecentChange,True,Sold,3.0,3.0,2002.0,RecentChange,False,False,True,35.22552,-80.83041,Sold 02/21/2024,905 Garden District Dr,28202.0,Charlotte,NC,TOWNHOUSE,3099.0,680000.0,RECENTLY_SOLD
727,Non Owner Occupied,True,Sold,3.0,2.0,1636.0,Unknown Listed By,False,False,False,35.176105,-80.84675,Sold 02/21/2024,3927 Arbor Ln,28209.0,Charlotte,NC,CONDO,2795.0,500000.0,RECENTLY_SOLD
728,RecentChange,True,Sold,3.0,2.0,1536.0,RecentChange,True,False,True,35.11239,-80.96767,Sold 02/21/2024,11142 Lions Mane St,28273.0,Charlotte,NC,TOWNHOUSE,1849.0,290000.0,RECENTLY_SOLD
729,RecentChange,True,Sold,3.0,2.0,1684.0,RecentChange,False,False,True,35.314754,-80.89356,Sold 02/21/2024,6240 Sid Crane Dr,28216.0,Charlotte,NC,SINGLE_FAMILY,1855.0,320660.0,RECENTLY_SOLD
730,RecentChange,True,Sold,3.0,3.0,1653.0,RecentChange,False,False,True,35.151546,-80.88844,Sold 02/21/2024,6834 Squirrels Foot Ct,28217.0,Charlotte,NC,SINGLE_FAMILY,2264.0,384000.0,RECENTLY_SOLD
731,RecentChange,True,Sold,5.0,4.0,3771.0,Unknown Listed By,True,False,False,35.178818,-80.79205,Sold 02/21/2024,4431 Whitby Ln,28211.0,Charlotte,NC,SINGLE_FAMILY,4334.0,895000.0,RECENTLY_SOLD
732,Non Owner Occupied,True,Sold,3.0,3.0,1715.0,Unknown Listed By,False,False,True,35.158566,-80.97663,,4750 Craigmoss Ln,28278.0,Charlotte,NC,TOWNHOUSE,2050.0,2250.0,FOR_RENT
733,RecentChange,True,Sold,3.0,3.0,1584.0,RecentChange,False,False,True,35.15936,-80.97355,Sold 02/21/2024,4515 Craigmoss Ln,28273.0,Charlotte,NC,TOWNHOUSE,2003.0,318000.0,RECENTLY_SOLD
734,Non Owner Occupied,False,Sold,4.0,3.0,3428.0,Unknown Listed By,False,False,False,35.07625,-80.77177,Sold 02/21/2024,4120 Country Ln #2,28270.0,Charlotte,NC,SINGLE_FAMILY,5044.0,999500.0,RECENTLY_SOLD
735,RecentChange,True,Sold,5.0,3.0,2268.0,RecentChange,False,False,True,35.26681,-80.77566,Sold 02/21/2024,501 Austin Dr,28213.0,Charlotte,NC,SINGLE_FAMILY,2990.0,470000.0,RECENTLY_SOLD
736,Non Owner Occupied,False,Sold,4.0,5.5,480.0,Unknown Listed By,False,False,False,35.23154,-80.79683,Sold 02/21/2024,3209 Maymont Pl,28205.0,Charlotte,NC,SINGLE_FAMILY,5257.0,1697500.0,RECENTLY_SOLD
737,RecentChange,True,Sold,4.0,3.0,2025.0,RecentChange,False,False,True,35.135086,-80.87202,Sold 02/21/2024,7040 Thornrose Dr,28210.0,Charlotte,NC,SINGLE_FAMILY,2525.0,418000.0,RECENTLY_SOLD
738,RecentChange,True,Sold,3.0,3.0,1555.0,RecentChange,False,False,True,35.25159,-80.83643,Sold 02/21/2024,1507 Hidden Falls Rd,28206.0,Charlotte,NC,TOWNHOUSE,2299.0,450000.0,RECENTLY_SOLD
739,RecentChange,True,Sold,4.0,5.0,3307.0,RecentChange,False,False,True,35.17012,-80.80187,Sold 02/21/2024,4522 Montclair Ave,28211.0,Charlotte,NC,CONDO,6916.0,1400000.0,RECENTLY_SOLD
740,Non Owner Occupied,False,Sold,4.0,4.5,3567.0,Unknown Listed By,False,False,False,35.16948,-80.801636,Sold 02/21/2024,4522 Montclair Ave UNIT 4522,28211.0,Charlotte,NC,CONDO,6788.0,1400000.0,RECENTLY_SOLD
741,Non Owner Occupied,False,Sold,,0.0,,Unknown Listed By,False,False,False,35.279945,-80.79867,Sold 02/21/2024,7154 Millie Fae Aly,28269.0,Charlotte,NC,SINGLE_FAMILY,1807.0,360500.0,RECENTLY_SOLD
742,Non Owner Occupied,False,Sold,,0.0,,Unknown Listed By,False,False,False,35.28141,-80.79751,Sold 02/21/2024,5209 Somerset Hill Ln,28269.0,Charlotte,NC,SINGLE_FAMILY,1895.0,338500.0,RECENTLY_SOLD
743,RecentChange,True,Sold,3.0,3.0,1567.0,RecentChange,False,False,True,35.26399,-80.92117,Sold 02/21/2024,2115 Langer St,28214.0,Charlotte,NC,TOWNHOUSE,2100.0,299315.0,RECENTLY_SOLD
744,Non Owner Occupied,False,Sold,3.0,4.0,1636.0,Unknown Listed By,False,False,False,35.17797,-80.882256,Sold 02/21/2024,3058 Terroir Ln,28217.0,Charlotte,NC,SINGLE_FAMILY,2492.0,439500.0,RECENTLY_SOLD
745,RecentChange,True,Sold,4.0,3.0,1813.0,RecentChange,False,False,True,35.212654,-80.74637,Sold 02/21/2024,5915 Palmer Dr #46,28212.0,Charlotte,NC,SINGLE_FAMILY,2294.0,392845.0,RECENTLY_SOLD
746,RecentChange,True,Sold,4.0,5.0,3631.0,RecentChange,False,False,True,35.14359,-80.82739,Sold 02/21/2024,4017 Peggy Oaks Ln BUILDING 3,28210.0,Charlotte,NC,TOWNHOUSE,7604.0,1527200.0,RECENTLY_SOLD
747,RecentChange,True,Sold,4.0,5.0,3631.0,RecentChange,False,False,True,35.14361,-80.82725,Sold 02/21/2024,4039 Peggy Oaks Ln BUILDING 5,28210.0,Charlotte,NC,TOWNHOUSE,7283.0,1599800.0,RECENTLY_SOLD
748,RecentChange,True,Sold,3.0,3.0,1529.0,RecentChange,False,False,True,35.100185,-81.00715,Sold 02/21/2024,11238 Bartrams Way 121/brooke,28278.0,Charlotte,NC,TOWNHOUSE,1999.0,354989.0,RECENTLY_SOLD
749,RecentChange,True,Sold,3.0,3.0,1742.0,RecentChange,False,False,True,35.100243,-81.007164,Sold 02/21/2024,11234 Bartrams Way 122/claymore,28278.0,Charlotte,NC,TOWNHOUSE,2249.0,386310.0,RECENTLY_SOLD
750,RecentChange,True,Sold,3.0,3.0,1679.0,RecentChange,False,False,True,35.28164,-80.96021,Sold 02/21/2024,5143 Wolfridge Ave,28214.0,Charlotte,NC,SINGLE_FAMILY,2099.0,363900.0,RECENTLY_SOLD
751,RecentChange,True,Sold,5.0,3.0,3020.0,RecentChange,False,False,True,35.115635,-80.99758,Sold 02/21/2024,11109 Godwit Ln #149,28278.0,Charlotte,NC,SINGLE_FAMILY,2834.0,609870.0,RECENTLY_SOLD
752,RecentChange,True,Sold,3.0,3.0,1691.0,RecentChange,False,False,True,35.220116,-80.887024,Sold 02/21/2024,3244 Beeler Ln #2014F,28208.0,Charlotte,NC,TOWNHOUSE,2585.0,399610.0,RECENTLY_SOLD
